"source","target","weight","description","text_unit_ids","id","human_readable_id","source_degree","target_degree","rank"
"FEZZIWIG","EBENEZER",8.0,"Fezziwig was Ebenezer's employer and mentor during his apprenticeship",['913ae1c38936586e72223ab050f55270'],"ef00ec3a324f4f5986141401002af3f6","106",18,3,21
"FEZZIWIG","MISS FEZZIWIGS",7.0,"Fezziwig is the father of the three Miss Fezziwigs",['913ae1c38936586e72223ab050f55270'],"a542fd7aed7341468028928937ea2983","107",18,2,20
"FEZZIWIG","CHRISTMAS EVE",9.0,"Fezziwig hosts a grand celebration on Christmas Eve",['913ae1c38936586e72223ab050f55270'],"1c5e296a5ac541c1b5cac4357537c22d","108",18,8,26
"FEZZIWIG","GHOST",6.0,"""Scrooge speaks to the Ghost about Fezziwig, reminiscing about his past""",['913ae1c38936586e72223ab050f55270'],"5ecf534a9ffe46e0b1c2144110c691c0","109",18,11,29
"FEZZIWIG","FIDDLER",7.0,"The fiddler plays music at Fezziwig's Christmas Eve celebration",['913ae1c38936586e72223ab050f55270'],"4d183e7007624fcd98af96b9d752c16d","110",18,1,19
"FEZZIWIG","BAKER",5.0,"The baker attends Fezziwig's Christmas Eve celebration",['913ae1c38936586e72223ab050f55270'],"718c507cb8ac49e6a35c251ac951b5ca","111",18,2,20
"FEZZIWIG","COOK",5.0,"The cook attends Fezziwig's Christmas Eve celebration",['913ae1c38936586e72223ab050f55270'],"b45ef27279c043269b23b894461d7d8c","112",18,2,20
"FEZZIWIG","MILKMAN",5.0,"The milkman attends Fezziwig's Christmas Eve celebration",['913ae1c38936586e72223ab050f55270'],"10983a248cc448c59c94df4d1d0898f0","113",18,2,20
"FEZZIWIG","BOY FROM OVER THE WAY",5.0,"The boy from over the way attends Fezziwig's Christmas Eve celebration",['913ae1c38936586e72223ab050f55270'],"e2ec7d3cdbeb4dd086ae6eb399332363","114",18,2,20
"FEZZIWIG","GIRL FROM NEXT DOOR BUT ONE",5.0,"The girl from next door but one attends Fezziwig's Christmas Eve celebration",['913ae1c38936586e72223ab050f55270'],"67f10971666240ea930f3b875aabdc1a","115",18,2,20
"FEZZIWIG","DOMESTIC BALL",8.0,"""Fezziwig hosts the domestic ball, spreading cheer and happiness""",['a5542daff1f84544382712afa48d5013'],"8b95083939ad4771b57a97c2d5805f36","116",18,2,20
"FEZZIWIG","APPRENTICES",7.0,"Fezziwig is praised by the apprentices for his kindness and generosity",['a5542daff1f84544382712afa48d5013'],"3c4062de44d64870a3cc5913d5769244","117",18,1,19
"FEZZIWIG","CHRISTMAS",8.0,"Fezziwig and Mrs. Fezziwig wished everyone a Merry Christmas during the domestic ball",['a5542daff1f84544382712afa48d5013'],"24652fab20d84381b112b8491de2887e","118",18,19,37
"FEZZIWIG","ROGER DE COVERLEY",1.0,"Fezziwig danced to the tune of Roger de Coverley during the domestic ball",['a5542daff1f84544382712afa48d5013'],"d4602d4a27b34358baa86814a3836d68","119",18,1,19
"SCROOGE","MARLEY",56.0,"""SCROOGE and MARLEY were business partners before Marley's death. Marley was Scrooge's partner in life, and his face now appears on Scrooge's door knocker. Despite Marley's death seven years ago, Scrooge remembers his face vividly. Marley, who now appears to Scrooge as a ghost, was Scrooge's sole mourner.""","['166b41d31c21bdff77c782c019c33814' '38cde9f8e64c2069b4b5b319dbf349e9'
 '6241708a162f42e9a6df0486b17dfc40' '830dc983cda4e0f65be2cd7bda53af2d'
 'a5a36092f82dc70e6af7cc096f793c31' 'a83e26f5f58a85755eed5289ff000057']","36be44627ece444284f9e759b8cd25c6","120",116,3,119
"SCROOGE","ST. PAUL'S CHURCHYARD",1.0,"St. Paul's Churchyard is mentioned in a comparison involving Scrooge",['830dc983cda4e0f65be2cd7bda53af2d'],"a64b4b17b07a44e4b1ac33580d811936","121",116,1,117
"SCROOGE","TIM",2.0,"Tim is mentioned in relation to Scrooge",['830dc983cda4e0f65be2cd7bda53af2d'],"423b72bbd56f4caa98f3328202c1c3c9","122",116,1,117
"SCROOGE","MARLEY'S GHOST",18.0,"""SCROOGE and MARLEY'S GHOST are central figures in a narrative where Marley's Ghost, the apparition of Jacob Marley, plays a crucial role. Marley's Ghost appears to Scrooge, warning him about his impending fate. This supernatural visitation causes Scrooge to question his senses and reality. The encounter with Marley's Ghost serves as a pivotal moment, prompting Scrooge to reflect on his life and the consequences of his actions.""","['830dc983cda4e0f65be2cd7bda53af2d' '83efb547e8ff9bcf56847063451bcf45'
 'a83e26f5f58a85755eed5289ff000057' 'bfd1f26b372f645db46a2f726cc2145a']","5c7ef01f46a94641bf1ae5cd25f8a538","123",116,2,118
"SCROOGE","SCROOGE'S NEPHEW",38.0,"""Scrooge is surprised by his nephew's laughter and reflects on the situation. Despite Scrooge's well-known dislike for the holiday, his nephew makes a concerted effort to include him in Christmas celebrations. On Christmas Eve, Scrooge's nephew visits him and tries to engage him in a cheerful conversation, demonstrating his persistent attempts to bring some festive spirit into Scrooge's life.""","['82c0a321727c344d224f3b8eecb7414f' 'dc9abd3c09252239677d8ac5dbbc455d'
 'e1c29aeda4d9b63f6e9026ca40c75eef']","aefde1f7617f4c0e9aed31db77f6d862","124",116,6,122
"SCROOGE","COUNTING-HOUSE",23.0,"""Scrooge works at the counting-house, where he is strict with his clerk, Bob Cratchit. The environment at the counting-house is cold and bleak, reflecting Scrooge's austere and unwelcoming nature.""",['6241708a162f42e9a6df0486b17dfc40' 'dc9abd3c09252239677d8ac5dbbc455d'],"ad52ba79a84748a49067e53b1d5095f9","125",116,2,118
"SCROOGE","CHRISTMAS EVE",8.0,"""The events described in the text take place on Christmas Eve. On this particular Christmas Eve, Scrooge is visited by his nephew.""",['a5a36092f82dc70e6af7cc096f793c31' 'dc9abd3c09252239677d8ac5dbbc455d'],"289616058bf4495887292003b27ba216","126",116,8,124
"SCROOGE","CLERK",26.0,"""Scrooge employs the clerk and keeps him in a dismal working condition. Despite this, Scrooge has been known to threaten the clerk with termination for actions such as applauding. However, after reflecting on the positive impact of his former employer, Fezziwig, Scrooge wishes to speak kindly to his clerk.""","['38cde9f8e64c2069b4b5b319dbf349e9' 'a5542daff1f84544382712afa48d5013'
 'dc9abd3c09252239677d8ac5dbbc455d']","7ffa3a064bce468082739c5a164df5a3","127",116,2,118
"SCROOGE","CITY",27.0,"""Scrooge and the Ghost observe the bustling streets and shops of the city during Christmas-time. Scrooge and the Phantom find themselves in the City, where Scrooge becomes known as a good man. Scrooge is often seen observing the City and its merchants, and his business friends are located there. Additionally, Scrooge's counting-house is situated in the city, making it a central location for his professional and personal transformation.""","['30833fc310ef3fbce4288ad1e15e9193' '4148da19c3e2b758b5e76aaf8a87d55f'
 '45b24611b322e5db19f24f40131624e6' '94a3a88e86bbbaa5704fa5cbcc1dd498'
 'd32b4992f5d1dcf627250d5809f6d78e' 'dc9abd3c09252239677d8ac5dbbc455d']","ce36d1d637cf4a4e93f5e37ffbc6bd76","128",116,2,118
"SCROOGE","CHRISTMAS",40.0,"""Scrooge has a complex and evolving relationship with Christmas. Initially, he despises the holiday, considering it a humbug and a time for financial burdens. He refuses to make merry or donate to the poor during the festive season. Despite his outward disdain, many of Scrooge's memories and reflections are centered around Christmas, indicating a deeper, more conflicted connection to the holiday. This complexity is further highlighted by a series of ghostly visitations he experiences during Christmas, where he is guided by spirits to witness various Christmas celebrations. These supernatural encounters and reflections ultimately lead Scrooge to a profound transformation, where he learns to keep Christmas well and becomes generous. The events and reflections of Scrooge predominantly take place during the Christmas season, underscoring the significance of the holiday in his journey.""","['166b41d31c21bdff77c782c019c33814' '38cde9f8e64c2069b4b5b319dbf349e9'
 '94a3a88e86bbbaa5704fa5cbcc1dd498' 'ae4387f9ec8ef5335c4fbf6fd3f7d9b4'
 'cfc969724972c8e235a12683cada1e5e' 'd32b4992f5d1dcf627250d5809f6d78e'
 'dc9abd3c09252239677d8ac5dbbc455d' 'e1c29aeda4d9b63f6e9026ca40c75eef'
 'f1ddf18dc8103b0c139acec85361f1c5']","eeb9c02c0efa4131b9e95d33c31019fc","129",116,19,135
"SCROOGE","NEPHEW",21.0,"Scrooge's nephew is the child of his sister Fan. He makes efforts to persuade Scrooge to celebrate Christmas and join him for dinner.",['38cde9f8e64c2069b4b5b319dbf349e9' '94a3a88e86bbbaa5704fa5cbcc1dd498'],"7b2472c5dd9949c58828413387b94659","130",116,4,120
"SCROOGE","PORTLY GENTLEMEN",10.0,"The portly gentlemen visit Scrooge to seek donations for charity",['38cde9f8e64c2069b4b5b319dbf349e9'],"bdddcb17ba6c408599dd395ce64f960a","131",116,1,117
"SCROOGE","SCROOGE AND MARLEY",17.0,"SCROOGE is the surviving partner of the business SCROOGE AND MARLEY. He works at the counting-house named SCROOGE AND MARLEY.",['38cde9f8e64c2069b4b5b319dbf349e9' 'd1ffbd0a1d292732b8530b80890ce309'],"bc70fee2061541148833d19e86f225b3","132",116,2,118
"SCROOGE","BEDLAM",1.0,"Scrooge mentions Bedlam in a derogatory manner",['38cde9f8e64c2069b4b5b319dbf349e9'],"0fc15cc3b44c4142a770feb4c037a6f7","133",116,1,117
"SCROOGE","GENTLEMAN",8.0,"""The gentleman approaches Scrooge to ask for charity for the poor and destitute during the festive season, but Scrooge refuses.""",['f1ddf18dc8103b0c139acec85361f1c5'],"a24e9df02e1b4b43bf6324b039e28285","134",116,3,119
"SCROOGE","UNION WORKHOUSES",7.0,"Scrooge mentions the Union workhouses as places where the poor can go if they are in need.",['f1ddf18dc8103b0c139acec85361f1c5'],"ab3a5a6713244fd595a1ace978c3d960","135",116,1,117
"SCROOGE","TREADMILL",7.0,"Scrooge mentions the Treadmill as an institution that is still in operation to help the poor through hard labor.",['f1ddf18dc8103b0c139acec85361f1c5'],"02a88c0d128e4586b2f1f64329786d3c","136",116,1,117
"SCROOGE","POOR LAW",7.0,"""Scrooge references the Poor Law system as a means of supporting the poor, indicating his belief that it is sufficient.""",['f1ddf18dc8103b0c139acec85361f1c5'],"1ca41537c47c4752a17a44d1d7086d96","137",116,1,117
"SCROOGE","LONDON",7.0,"""Scrooge lives and works in London, where the events take place.""",['f1ddf18dc8103b0c139acec85361f1c5'],"7e0d14ca308b4796bdc675a64bd3a36e","138",116,3,119
"SCROOGE","CITY OF LONDON",5.0,"Scrooge lives and works in the City of London",['6241708a162f42e9a6df0486b17dfc40'],"8323efc8e539419e9ca3c98e758f6609","139",116,1,117
"SCROOGE","CORN HILL",4.0,"""Scrooge's clerk, Bob Cratchit, slides on Corn Hill to celebrate Christmas Eve""",['6241708a162f42e9a6df0486b17dfc40'],"a80c7c98c0b647f8b9f6f8cc09168e44","140",116,1,117
"SCROOGE","CHRISTMAS CAROL",12.0,"""In A Christmas Carol, a singer performs a Christmas carol at Scrooge's keyhole, an act which Scrooge interrupts. This event is later recalled by Scrooge, who remembers a boy singing a Christmas carol at his door.""",['30833fc310ef3fbce4288ad1e15e9193' '6241708a162f42e9a6df0486b17dfc40'],"2d66a15939294d21b83b3e277f0a4e46","141",116,1,117
"SCROOGE","GREATCOAT",3.0,"""Scrooge wears a greatcoat, symbolizing his stern and cold personality""",['6241708a162f42e9a6df0486b17dfc40'],"47f6d6573cf34e1096c95e36251dd60c","142",116,1,117
"SCROOGE","BANKER'S BOOK",3.0,"Scrooge reads the banker's book to pass the time",['6241708a162f42e9a6df0486b17dfc40'],"2fbd74d5ccca4be99c5257b3ac95cfba","143",116,1,117
"SCROOGE","ALDERMEN",2.0,"Scrooge is compared to the aldermen of the City of London in terms of his lack of fancy",['6241708a162f42e9a6df0486b17dfc40'],"a2b1621a3e424ae29a6a73f00edbeca3","144",116,1,117
"SCROOGE","LIVERY",1.0,"Scrooge is compared to the livery of the City of London in terms of his lack of fancy",['6241708a162f42e9a6df0486b17dfc40'],"ec45e1c400654c4f875046926486ded7","145",116,1,117
"SCROOGE","WINE-MERCHANT'S CELLAR",7.0,"Scrooge hears strange noises coming from the wine-merchant's cellar",['a5a36092f82dc70e6af7cc096f793c31'],"047cd93e9d704c7d8dadb6e79f9458df","146",116,1,117
"SCROOGE","JACOB MARLEY",62.0,"""SCROOGE and JACOB MARLEY share a significant connection rooted in both their past and present. Jacob Marley was Scrooge's business partner during their lifetimes. Now, as a ghost, Marley appears to Scrooge with a crucial purpose. He warns Scrooge of the impending visits from spirits and predicts the arrival of the Phantom. Marley's ghostly presence serves as a messenger, delivering these warnings and reminders to Scrooge. Additionally, Marley's memory haunts Scrooge, constantly reminding him of his past. Through these actions, Marley aims to influence Scrooge's future by making him aware of the consequences of his current ways.""","['45b24611b322e5db19f24f40131624e6' 'a83e26f5f58a85755eed5289ff000057'
 'ae4387f9ec8ef5335c4fbf6fd3f7d9b4' 'b9bf87a171faa989022625f59a0d6cab'
 'c71d3978e7161b729eb972b930f85473' 'e1c29aeda4d9b63f6e9026ca40c75eef']","5b71ee73a5b6484495b2a0a75219426c","147",116,4,120
"SCROOGE","GHOST",105.0,"""Scrooge is confronted by a ghost, which causes him to question his senses and reality. The Ghost appears to Scrooge, drawing the curtains of his bed and initiating a series of transformative experiences. Throughout their encounters, the Ghost accompanies Scrooge on his travels, guiding him through various scenes from his past, present, and future. The Ghost prompts Scrooge to reflect on his life choices by showing him memories and visions, including scenes from his past and potential future outcomes. Among these visions, the Ghost informs Scrooge about Tiny Tim's potential fate and introduces him to the children representing Ignorance and Want. Through these experiences, the Ghost teaches Scrooge valuable lessons, ultimately aiming to inspire a profound change in his character and outlook on life.""","['166b41d31c21bdff77c782c019c33814' '30833fc310ef3fbce4288ad1e15e9193'
 '31162003185eeb0ce0f4b4f2031e01c7' '40faadc22320d6ac6e106fb8d904394c'
 '45b24611b322e5db19f24f40131624e6' '49d69adfdaf6f3f17e1e03fc4c6f561f'
 '94a3a88e86bbbaa5704fa5cbcc1dd498' 'a5542daff1f84544382712afa48d5013'
 'a83e26f5f58a85755eed5289ff000057' 'ae4387f9ec8ef5335c4fbf6fd3f7d9b4'
 'bfd1f26b372f645db46a2f726cc2145a' 'c5d03b00e276c74a61703fc395d9986e'
 'd4e73f42abc059b1a9108741c4d88216']","e1f524d4b9754ce2b64a0a4c8f73b854","148",116,11,127
"SCROOGE","THE GHOST",9.0,"""The Ghost, who is Jacob Marley, is visiting Scrooge to warn him""",['b9bf87a171faa989022625f59a0d6cab'],"ae1fe1c014c54ec4bcdf10dbdaed5068","149",116,4,120
"SCROOGE","JACOB",15.0,"""Jacob was Scrooge's old business partner and a good friend to him. Now, Jacob appears as a ghost to warn Scrooge.""",['4148da19c3e2b758b5e76aaf8a87d55f' '83efb547e8ff9bcf56847063451bcf45'],"92646910ee624bd7909fac2b5c0232e3","150",116,1,117
"SCROOGE","THE THREE SPIRITS",1.0,"The three spirits are set to visit Scrooge to show him the consequences of his actions",['83efb547e8ff9bcf56847063451bcf45'],"05913bee89a94bca88449249e35ba74d","151",116,1,117
"SCROOGE","EBENEZER",10.0,"""Ebenezer is another name for Scrooge, the main character""",['83efb547e8ff9bcf56847063451bcf45'],"57b8930790c34dcba4a32c6be703ed78","152",116,3,119
"SCROOGE","PHANTOMS",7.0,"""Scrooge sees phantoms wandering in the air, wearing chains like Marley's Ghost""",['83efb547e8ff9bcf56847063451bcf45'],"838c4498bc3c437f8d65428b580766a2","153",116,3,119
"SCROOGE","NEIGHBOURING CHURCH",5.0,"Scrooge hears the chimes of the neighbouring church",['83efb547e8ff9bcf56847063451bcf45'],"1b893f24eb98477aad6ce49c0f26737e","154",116,1,117
"SCROOGE","CHURCH",11.0,"Scrooge hears the chimes of a neighboring church and recognizes it as the church in the market-town from his past.",['049179e7a263fe875bc7d96cb467d2df' 'bfd1f26b372f645db46a2f726cc2145a'],"6573bc2af4f94596a3f4452a602d6fc4","155",116,2,118
"SCROOGE","BED",13.0,"""Scrooge is observing the dead man's body on the bed. Later, Scrooge wakes up in bed and is perplexed by the time.""",['5e7ec9ebf31abc571127892d260fbe42' 'bfd1f26b372f645db46a2f726cc2145a'],"0dddcca0e5df4b16bc03a51a2d2d8e16","156",116,5,121
"SCROOGE","WINDOW",6.0,"Scrooge gropes his way to the window to see outside",['bfd1f26b372f645db46a2f726cc2145a'],"df40ad480a3c47299a6c8fad05349304","157",116,1,117
"SCROOGE","VISITATION",8.0,"Scrooge remembers the Ghost's warning about a visitation",['bfd1f26b372f645db46a2f726cc2145a'],"fe98fb197d294b0b837aee8d5a98dfb1","158",116,1,117
"SCROOGE","DRESSING-GOWN",4.0,"Scrooge uses his dressing-gown sleeve to rub the frost off the window",['bfd1f26b372f645db46a2f726cc2145a'],"feb9ddd0ac2949178f26a36949aa5422","159",116,1,117
"SCROOGE","CHRISTMAS PAST",1.0,"Scrooge is being shown scenes from his Christmas Past by the Ghost of Christmas Past",['049179e7a263fe875bc7d96cb467d2df'],"b4e4fa2e3dfc46e68d532d659b18d17d","160",116,1,117
"SCROOGE","MARKET-TOWN",7.0,"Scrooge recognizes the market-town from his past",['049179e7a263fe875bc7d96cb467d2df'],"f58813d090b947a48c1b4614b92c3ec3","161",116,1,117
"SCROOGE","COUNTRY ROAD",6.0,"Scrooge and the Ghost of Christmas Past stand on an open country road",['049179e7a263fe875bc7d96cb467d2df'],"30a251bc3d04430d82b5a1a98c7b8c75","162",116,1,117
"SCROOGE","RIVER",1.0,"Scrooge recognizes the winding river in the market-town from his past",['049179e7a263fe875bc7d96cb467d2df'],"93e1d19f9bfa4c6b8962d56d10ea9483","163",116,1,117
"SCROOGE","ALI BABA",7.0,"Scrooge recalls Ali Baba from his childhood stories",['30833fc310ef3fbce4288ad1e15e9193'],"8046335ba70b434aa3188392a746fd78","164",116,1,117
"SCROOGE","VALENTINE",7.0,"Scrooge recalls Valentine from his childhood stories",['30833fc310ef3fbce4288ad1e15e9193'],"5c02b1ab32064c64a0f8b27b219e358a","165",116,1,117
"SCROOGE","ORSON",7.0,"Scrooge recalls Orson from his childhood stories",['30833fc310ef3fbce4288ad1e15e9193'],"c5f77ba0c261408780db3d50346f16b7","166",116,1,117
"SCROOGE","DAMASCUS",6.0,"Scrooge recalls a story set in Damascus from his childhood",['30833fc310ef3fbce4288ad1e15e9193'],"453ecf5476f64f4a8d5020b95baf1314","167",116,1,117
"SCROOGE","SULTAN'S GROOM",6.0,"Scrooge recalls the Sultan's Groom from his childhood stories",['30833fc310ef3fbce4288ad1e15e9193'],"6a1d83c9ce2b483dbd7de5ab3ae2487d","168",116,1,117
"SCROOGE","GENII",6.0,"Scrooge recalls the Genii from his childhood stories",['30833fc310ef3fbce4288ad1e15e9193'],"66c3dffb7d7a4fa8bb6b48a22ca917a6","169",116,1,117
"SCROOGE","PRINCESS",6.0,"Scrooge recalls the Princess from his childhood stories",['30833fc310ef3fbce4288ad1e15e9193'],"6f3dd1fd6d7f4df4af0656ed0525c92e","170",116,1,117
"SCROOGE","PARROT",6.0,"Scrooge recalls the Parrot from his childhood stories",['30833fc310ef3fbce4288ad1e15e9193'],"711eb39432794b0a91110358dd536517","171",116,1,117
"SCROOGE","ROBIN CRUSOE",6.0,"Scrooge recalls Robin Crusoe from his childhood stories",['30833fc310ef3fbce4288ad1e15e9193'],"0e00585b08044954a254116665400463","172",116,1,117
"SCROOGE","FRIDAY",1.0,"Scrooge recalls Friday from his childhood stories",['30833fc310ef3fbce4288ad1e15e9193'],"db0147eff2204a20b5e5e6bec7a8bae5","173",116,1,117
"SCROOGE","MERRY CHRISTMAS",8.0,"Scrooge has a negative view of Merry Christmas",['30833fc310ef3fbce4288ad1e15e9193'],"67bb4f4678284819add02ba04f3b1103","174",116,1,117
"SCROOGE","SCHOOL",9.0,"Scrooge was a solitary child left alone at the school",['30833fc310ef3fbce4288ad1e15e9193'],"2033ec0487f04240abb3bdbe77b39087","175",116,1,117
"SCROOGE","MANSION",7.0,"Scrooge and the Ghost visit the mansion",['30833fc310ef3fbce4288ad1e15e9193'],"f026fab8fec948ae9e7baa2ad715e6ef","176",116,2,118
"SCROOGE","SCHOOLMASTER",6.0,"The schoolmaster interacts with Scrooge and his sister",['94a3a88e86bbbaa5704fa5cbcc1dd498'],"d0d7ed36d6f54b5d986dfd854096b728","177",116,1,117
"SCROOGE","WAREHOUSE",7.0,"Scrooge was apprenticed at the warehouse where Fezziwig worked",['94a3a88e86bbbaa5704fa5cbcc1dd498'],"bf6a4c18f44042799eb7456a6b85b54a","178",116,2,118
"SCROOGE","DICK",5.0,"Scrooge listens to Dick and another apprentice praising Fezziwig",['a5542daff1f84544382712afa48d5013'],"fac4a59c2278498d83f9f1b4231ad62e","179",116,1,117
"SCROOGE","YOUNG GIRL",6.0,"The young girl speaks to Scrooge about how his pursuit of wealth has displaced her in his affections",['a5542daff1f84544382712afa48d5013'],"d6d2b5862ddc4c4d87deee3423506817","180",116,2,118
"SCROOGE","GIRL",8.0,"""Scrooge and the girl were once in a relationship, but his pursuit of wealth caused a rift between them""",['40faadc22320d6ac6e106fb8d904394c'],"47d588d26e2b4cccb68fe2af4c147c8f","181",116,3,119
"SCROOGE","SPIRIT",102.0,"""Scrooge interacts with the Spirit to learn important life lessons and question its actions and intentions. The Spirit guides Scrooge through various scenes, including showing him visions from his past to make him reflect on his life choices. During their travels, the Spirit points towards the head of a dead man, causing Scrooge to reflect deeply on his own mortality. The Spirit also warns Scrooge about Ignorance and Want, emphasizing the consequences of his actions. Throughout their journey, the Spirit stands by Scrooge's side, sometimes smiling approvingly, such as when they observe Scrooge's nephew. Overall, the Spirit accompanies Scrooge, teaching him valuable lessons and prompting significant self-reflection.""","['166b41d31c21bdff77c782c019c33814' '2c2dc4d6383dc21e5c198e42cbb99426'
 '31162003185eeb0ce0f4b4f2031e01c7' '40faadc22320d6ac6e106fb8d904394c'
 '45b24611b322e5db19f24f40131624e6' '5e7ec9ebf31abc571127892d260fbe42'
 '82c0a321727c344d224f3b8eecb7414f' 'c5d03b00e276c74a61703fc395d9986e'
 'c71d3978e7161b729eb972b930f85473' 'cfc969724972c8e235a12683cada1e5e'
 'e92f3fa91714308781a63c896cfeb313']","c0f2dc03d8df400db4997c1a0babd6ad","182",116,18,134
"SCROOGE","SECOND OF THE THREE SPIRITS",8.0,"The second spirit visits Scrooge as part of Jacob Marley's intervention",['ae4387f9ec8ef5335c4fbf6fd3f7d9b4'],"0211d61aae834229a3a1e004ff5cc658","183",116,1,117
"SCROOGE","FATHER",4.0,"Scrooge observes the father and his family",['ae4387f9ec8ef5335c4fbf6fd3f7d9b4'],"ccbbbcc055c34709abcf103208c2c299","184",116,3,119
"SCROOGE","MAN LADEN WITH CHRISTMAS TOYS AND PRESENTS",1.0,"Scrooge observes the man laden with Christmas toys and presents",['ae4387f9ec8ef5335c4fbf6fd3f7d9b4'],"989add81cf874018a569239b68d17ff2","185",116,2,118
"SCROOGE","HOLLY",6.0,"Holly is part of the decorations in Scrooge's room",['166b41d31c21bdff77c782c019c33814'],"fd7d94fbab084bc380480abeef6bfade","186",116,2,118
"SCROOGE","MISTLETOE",6.0,"Mistletoe is part of the decorations in Scrooge's room",['166b41d31c21bdff77c782c019c33814'],"cfb915c95caf41c6a25e99a9f37f03a2","187",116,1,117
"SCROOGE","IVY",6.0,"Ivy is part of the decorations in Scrooge's room",['166b41d31c21bdff77c782c019c33814'],"8815ed80f9b741dbb458d902024f34a4","188",116,1,117
"SCROOGE","CITY STREETS",7.0,"Scrooge and the Spirit stand in the city streets on Christmas morning",['e92f3fa91714308781a63c896cfeb313'],"dddb831546354e088d29aebd154e3a31","189",116,5,121
"SCROOGE","BOB CRATCHIT'S DWELLING",7.0,"Scrooge visits Bob Cratchit's dwelling with the Ghost of Christmas Present",['2c2dc4d6383dc21e5c198e42cbb99426'],"005d2154da754b21adcd90ac921bd5f7","190",116,5,121
"SCROOGE","CHRISTMAS DAY",9.0,"""Scrooge wakes up on Christmas Day after his transformative experience with the spirits. He experiences the events of Christmas Day with the Ghost of Christmas Present, which allows him to reflect on the day and its significance. This reflection marks a pivotal moment in Scrooge's journey, highlighting the profound impact of his encounters with the spirits.""","['2c2dc4d6383dc21e5c198e42cbb99426' '82c0a321727c344d224f3b8eecb7414f'
 'c71d3978e7161b729eb972b930f85473']","711ba818354546cea69f1532b92a2f26","191",116,9,125
"SCROOGE","TINY TIM",37.0,"""Ebenezer Scrooge becomes a second father to Tiny Tim and ensures he does not die. Scrooge is deeply concerned about Tiny Tim's health and shows a genuine interest in his future, even going so far as to ask the Ghost about Tiny Tim's fate. Additionally, Scrooge mentions Tiny Tim as a comparison for the size of the turkey, highlighting his growing affection and care for the boy.""","['49d69adfdaf6f3f17e1e03fc4c6f561f' 'd1ffbd0a1d292732b8530b80890ce309'
 'd32b4992f5d1dcf627250d5809f6d78e' 'd4e73f42abc059b1a9108741c4d88216']","5c4d8a8f9c104176b87d2bfdf04ae0bd","192",116,16,132
"SCROOGE","FUTURE",8.0,"The Ghost shows Scrooge visions of the Future",['d4e73f42abc059b1a9108741c4d88216'],"5a781604f1fb4719b730f43f534627f6","193",116,3,119
"SCROOGE","TWELFTH-NIGHT PARTY",5.0,"Scrooge and the Ghost visit a children's Twelfth-Night party",['c5d03b00e276c74a61703fc395d9986e'],"ecdc1020b10e49ca869d399825e16fa3","194",116,1,117
"SCROOGE","CHRISTMAS HOLIDAYS",7.0,"Scrooge and the Ghost travel and observe various scenes during the Christmas holidays",['c5d03b00e276c74a61703fc395d9986e'],"0d8fde01d7234726a00d7e73e2e01d66","195",116,2,118
"SCROOGE","ALMSHOUSE",6.0,"Scrooge and the Spirit visit an almshouse where they observe scenes of poverty and hope",['c5d03b00e276c74a61703fc395d9986e'],"9c4bd60958fd4e09a6d5b9e2ab163b5a","196",116,2,118
"SCROOGE","HOSPITAL",6.0,"Scrooge and the Spirit visit a hospital where they observe scenes of illness and cheerfulness",['c5d03b00e276c74a61703fc395d9986e'],"39d31f770cf740e78d526a2e1101a1db","197",116,2,118
"SCROOGE","GAOL",6.0,"Scrooge and the Spirit visit a gaol where they observe scenes of misery and hope",['c5d03b00e276c74a61703fc395d9986e'],"9d282b2250f7408888504f1f93c202a8","198",116,2,118
"SCROOGE","PHANTOM",40.0,"""Scrooge is being guided by the Phantom, who points towards the head of the dead man. Scrooge glances towards the Phantom in terror as the Phantom shows him the future. The Phantom is guiding Scrooge through various scenes to show him the consequences of his actions.""","['4148da19c3e2b758b5e76aaf8a87d55f' '41d84d1d139c9c96c200cd2e537dcd0e'
 '45b24611b322e5db19f24f40131624e6' '5e7ec9ebf31abc571127892d260fbe42'
 'a50b8481d67f48139b84139edc701a3c']","c063484895794a0eaae1b0ff070ad4c9","199",116,8,124
"SCROOGE","CHRISTMAS YET TO COME",1.0,"Scrooge is shown the future event of Christmas Yet to Come",['45b24611b322e5db19f24f40131624e6'],"e8868920e21b4431aad16e86db977ecb","200",116,2,118
"SCROOGE","MERCHANTS",5.0,"Scrooge observes the merchants in the City",['4148da19c3e2b758b5e76aaf8a87d55f'],"aea3378bfff842e5b3f4b7a4b55b3879","201",116,1,117
"SCROOGE","BUSINESS MEN",6.0,"Scrooge recognizes the business men and listens to their conversations",['4148da19c3e2b758b5e76aaf8a87d55f'],"d562223c17d948bf98e34b4d97dde932","202",116,1,117
"SCROOGE","CHANGE",5.0,"Scrooge observes the merchants and business men at Change",['4148da19c3e2b758b5e76aaf8a87d55f'],"cde2d75c51d245879265b79d14b8699b","203",116,2,118
"SCROOGE","STREET",5.0,"Scrooge follows the Phantom into the street",['4148da19c3e2b758b5e76aaf8a87d55f'],"44594467054849d4a1fadb46ddd51641","204",116,2,118
"SCROOGE","OBSCURE PART OF THE TOWN",1.0,"Scrooge follows the Phantom to an obscure part of the town",['4148da19c3e2b758b5e76aaf8a87d55f'],"2918130221f94f4387da049b647bfe6a","205",116,2,118
