"id","name","type","description","human_readable_id","graph_embedding","text_unit_ids","description_embedding"
"83a6cb03df6b41d8ad6ee5f6fef5f024","SCROOGE AND MARLEY","ORGANIZATION","Scrooge and Marley is the name of the counting-house where Scrooge works. It represents the business partnership between Scrooge and Marley.",47,"",['38cde9f8e64c2069b4b5b319dbf349e9' 'd1ffbd0a1d292732b8530b80890ce309'],"[ 0.01640308  0.01242803 -0.00042392 ... -0.04609626  0.00334946
  0.0719341 ]"
"147c038aef3e4422acbbc5f7938c4ab8","PARLIAMENT","ORGANIZATION","The legislative body that Scrooge's nephew is suggested to join due to his powerful speaking",48,"",['38cde9f8e64c2069b4b5b319dbf349e9'],"[-0.00373309  0.0368106   0.01706747 ... -0.03627006  0.03999977
  0.00383782]"
"b7702b90c7f24190b864e8c6e64612a5","BEDLAM","ORGANIZATION","A mental institution that Scrooge mentions in a derogatory manner",49,"",['38cde9f8e64c2069b4b5b319dbf349e9'],"[-0.02172719  0.02663066  0.00466865 ... -0.01729335  0.01958624
  0.00968953]"
"de6fa24480894518ab3cbcb66f739266","GENTLEMAN","PERSON","The gentleman is one of the individuals who approaches Scrooge to ask for charity for the poor and destitute during the festive season.",50,"",['aacc244b408aedd1b59271b08a207bf8' 'f1ddf18dc8103b0c139acec85361f1c5'],"[-0.02023851  0.00177994 -0.02697605 ... -0.0160146   0.04493416
  0.03962187]"
"6fae5ee1a831468aa585a1ea09095998","UNION WORKHOUSES","ORGANIZATION","""Union workhouses are institutions mentioned by Scrooge that provide shelter and work for the poor, often under harsh conditions.""",51,"",['f1ddf18dc8103b0c139acec85361f1c5'],"[-0.05076507  0.00926462  0.01253414 ... -0.01909734  0.01446804
  0.00754828]"
"ef32c4b208d041cc856f6837915dc1b0","TREADMILL","ORGANIZATION","""The Treadmill is an institution mentioned by Scrooge that is part of the Poor Law system, used to punish and reform the poor through hard labor.""",52,"",['f1ddf18dc8103b0c139acec85361f1c5'],"[-0.01818975  0.04962753  0.04318751 ... -0.01253831  0.00958773
  0.01096774]"
"07b2425216bd4f0aa4e079827cb48ef5","POOR LAW","ORGANIZATION","""The Poor Law is a system mentioned by Scrooge that provides assistance to the poor, often through institutions like workhouses and the Treadmill.""",53,"",['f1ddf18dc8103b0c139acec85361f1c5'],"[-0.02640446  0.02185281  0.03834642 ... -0.01430343  0.02192622
  0.00947648]"
"2670deebfa3f4d69bb82c28ab250a209","LORD MAYOR","PERSON","""The Lord Mayor is a figure who orders his household to keep Christmas in a grand manner, reflecting the festive spirit of the season.""",54,"",['f1ddf18dc8103b0c139acec85361f1c5'],"[ 0.04302076  0.01466213  0.00604146 ... -0.03265309 -0.00390058
  0.00501866]"
"404309e89a5241d6bff42c05a45df206","MANSION HOUSE","GEO","""The Mansion House is the residence of the Lord Mayor, where he orders his household to celebrate Christmas.""",55,"",['f1ddf18dc8103b0c139acec85361f1c5'],"[ 0.03780827  0.02407602  0.03838788 ... -0.03261409 -0.0188707
 -0.00791388]"
"b785a9025069417f94950ad231bb1441","ST. DUNSTAN","PERSON","""St. Dunstan is a historical figure mentioned in the context of the cold weather, known for his legendary battle with the Evil Spirit.""",56,"",['f1ddf18dc8103b0c139acec85361f1c5'],"[-0.02650567 -0.02774244  0.03739409 ... -0.02973097  0.03693333
  0.02534165]"
"3b6cd96a27304614850709aba1c9598b","EVIL SPIRIT","PERSON","""The Evil Spirit is a mythical figure mentioned in the context of the cold weather, who would have been affected by the intense cold.""",57,"",['f1ddf18dc8103b0c139acec85361f1c5'],"[-0.00348686  0.01612995 -0.01313383 ... -0.01682732  0.01571669
  0.00104041]"
"d54956b79dd147f894b67a8b97dcbef0","POOR","PERSON","The poor are the individuals who suffer greatly during the festive season and are in need of common necessaries and comforts.",58,"",['f1ddf18dc8103b0c139acec85361f1c5'],[0.03627445 0.00320159 0.02949342 ... 0.01881805 0.00294628 0.01296975]
"958beecdb5bb4060948415ffd75d2b03","LONDON","GEO","""London is the city where the animal, which turns out to be Scrooge, lives and walks about. It is also the city where the events take place, characterized by fog, darkness, and cold during the festive season. Additionally, it is the location of Scrooge's house.""",59,"","['a5a36092f82dc70e6af7cc096f793c31' 'c5d03b00e276c74a61703fc395d9986e'
 'f1ddf18dc8103b0c139acec85361f1c5']","[-0.00418269 -0.00493819  0.02359677 ... -0.01610555  0.03475834
  0.0487682 ]"
"b999ed77e19e4f85b7f1ae79af5c002a","CHURCH","GEO","""The CHURCH is an ancient building located in the market-town that Scrooge recognizes from his past. It features a gruff old bell that becomes invisible in the fog and darkness, striking the hours and quarters.""",60,"","['049179e7a263fe875bc7d96cb467d2df' 'bfd1f26b372f645db46a2f726cc2145a'
 'f1ddf18dc8103b0c139acec85361f1c5']","[-0.01396079 -0.00672564  0.03136083 ... -0.03925836  0.01319652
  0.03143726]"
"48c0c4d72da74ff5bb926fa0c856d1a7","LORD MAYOR'S HOUSEHOLD","ORGANIZATION","The Lord Mayor's household is responsible for keeping Christmas in a grand manner as ordered by the Lord Mayor.",61,"",['f1ddf18dc8103b0c139acec85361f1c5'],"[ 0.05395195  0.02557799  0.02427061 ... -0.02232896 -0.00404187
 -0.01325499]"
"4f3c97517f794ebfb49c4c6315f9cf23","TAILOR","PERSON","""The tailor is a character who was fined by the Lord Mayor for being drunk and bloodthirsty in the streets, and who prepares for Christmas with his family.""",62,"",['f1ddf18dc8103b0c139acec85361f1c5'],"[ 0.01318315  0.06495467 -0.01431654 ...  0.00370507 -0.00053977
 -0.03324619]"
"1745a2485a9443bab76587ad650e9be0","TAILOR'S WIFE","PERSON","""The tailor's wife is a character who, along with her baby, goes out to buy beef for Christmas.""",63,"",['f1ddf18dc8103b0c139acec85361f1c5'],"[-0.00709012  0.04728467 -0.04120006 ...  0.02284309  0.00910759
 -0.00970702]"
"32e6ccab20d94029811127dbbe424c64","TAILOR'S BABY","PERSON","The tailor's baby is a character who accompanies the tailor's wife to buy beef for Christmas.",64,"",['f1ddf18dc8103b0c139acec85361f1c5'],"[-0.00045852  0.04641239 -0.03252943 ...  0.02766402  0.01450706
 -0.00756558]"
"94a964c6992945ebb3833dfdfdc8d655","CITY OF LONDON","GEO","The City of London is the location where Scrooge lives and works",65,"",['6241708a162f42e9a6df0486b17dfc40'],"[-0.009271   -0.01468751  0.04074745 ... -0.04218585  0.03739865
  0.01711483]"
"1eb829d0ace042089f0746f78729696c","CAMDEN TOWN","GEO","Camden Town is the location to which Scrooge plans to send the turkey and is also the place where Bob Cratchit lives and runs home to after work.",66,"",['6241708a162f42e9a6df0486b17dfc40' 'd1ffbd0a1d292732b8530b80890ce309'],"[ 0.01076402  0.02128524  0.03940256 ... -0.00904131  0.02327387
  0.01801326]"
"015e7b58d1a14b44beab3bbc9f912c18","CHRISTMAS CAROL","EVENT","""A Christmas carol is a song traditionally sung during the Christmas season. In the context of the story involving Scrooge, a boy sang a Christmas carol at Scrooge's door, and it was also sung by a singer at Scrooge's keyhole.""",67,"",['30833fc310ef3fbce4288ad1e15e9193' '6241708a162f42e9a6df0486b17dfc40'],"[ 0.03897052  0.02302615 -0.01256913 ...  0.01132671  0.05648862
  0.01287974]"
"26f88ab3e2e04c33a459ad6270ade565","GREATCOAT","ORGANIZATION","""The greatcoat is a piece of clothing that Scrooge wears, symbolizing his stern and cold personality""",68,"",['6241708a162f42e9a6df0486b17dfc40'],"[ 0.03743779 -0.00504787 -0.04797131 ... -0.01007583  0.0466712
  0.00056921]"
"babe97e1d9784cffa1c85abc1e588126","BANKER'S BOOK","ORGANIZATION","The banker's book is a book that Scrooge reads to pass the time",69,"",['6241708a162f42e9a6df0486b17dfc40'],"[-0.01057063  0.00773152  0.00433155 ... -0.01702201  0.02628716
  0.02211721]"
"1033a18c45aa4584b2aef6ab96890351","ALDERMEN","PERSON","""Aldermen are officials in the City of London, mentioned in comparison to Scrooge's lack of fancy""",70,"",['6241708a162f42e9a6df0486b17dfc40'],"[ 0.01219721  0.0015008   0.00836173 ... -0.05842029  0.016434
  0.00608874]"
"c9b8ce91fc2945b4907fe35519339cac","LIVERY","PERSON","""Livery are members of the City of London, mentioned in comparison to Scrooge's lack of fancy""",71,"",['6241708a162f42e9a6df0486b17dfc40'],"[-0.00400276 -0.01687649 -0.00797567 ... -0.01356387  0.01165388
  0.0126238 ]"
"fa3c4204421c48609e52c8de2da4c654","CORN HILL","","",72,"",['6241708a162f42e9a6df0486b17dfc40'],"[-0.02535754 -0.01417255  0.03270137 ... -0.02656434  0.00016971
 -0.01652729]"
"53af055f068244d0ac861b2e89376495","DUTCH MERCHANT","PERSON","The Dutch merchant is the person who built the old fireplace in Scrooge's house",73,"",['a5a36092f82dc70e6af7cc096f793c31'],"[-0.01221135 -0.0199069  -0.0236478  ... -0.09197256  0.00796276
  0.01796965]"
"c03ab3ce8cb74ad2a03b94723bfab3c7","PHARAOH'S DAUGHTER","PERSON","Pharaoh's daughter is a biblical figure depicted on the Dutch tiles in Scrooge's fireplace",74,"",['a5a36092f82dc70e6af7cc096f793c31'],"[ 0.01706932  0.00251934 -0.02745169 ... -0.05720275  0.04941304
 -0.00984272]"
"ed6d2eee9d7b4f5db466b1f6404d31cc","QUEEN OF SHEBA","PERSON","Queen of Sheba is a biblical figure depicted on the Dutch tiles in Scrooge's fireplace",75,"",['a5a36092f82dc70e6af7cc096f793c31'],"[ 0.01013729 -0.01382414  0.01053121 ... -0.04879687  0.02737745
  0.02077929]"
"fc01e9baa80e417c9206f941bb279407","ABRAHAM","PERSON","Abraham is a biblical figure depicted on the Dutch tiles in Scrooge's fireplace",76,"",['a5a36092f82dc70e6af7cc096f793c31'],"[-0.01405966  0.04215405  0.00379848 ... -0.04205433  0.00634118
  0.01240815]"
"56d0e5ebe79e4814bd1463cf6ca21394","BELSHAZZAR","PERSON","Belshazzar is a biblical figure depicted on the Dutch tiles in Scrooge's fireplace",77,"",['a5a36092f82dc70e6af7cc096f793c31'],"[-0.03981366  0.01245699 -0.00860013 ... -0.06246767  0.03245179
 -0.00872869]"
"7c49f2710e8b4d3b8dc9310834406ea5","ANGELIC MESSENGER","PERSON","Angelic messengers are biblical figures depicted on the Dutch tiles in Scrooge's fireplace",78,"",['a5a36092f82dc70e6af7cc096f793c31'],"[-0.01385291  0.01409016 -0.00150589 ... -0.0634255   0.02723132
  0.0162518 ]"
"c6d1e4f56c2843e89cf0b91c10bb6de2","APOSTLE","PERSON","Apostles are biblical figures depicted on the Dutch tiles in Scrooge's fireplace",79,"",['a5a36092f82dc70e6af7cc096f793c31'],"[ 0.00774135  0.00492661 -0.011842   ... -0.04931144  0.01641555
  0.01326071]"
"0adb2d9941f34ef7b2f7743cc6225844","WINE-MERCHANT'S CELLAR","GEO","The wine-merchant's cellar is a location in Scrooge's house where he hears strange noises",80,"",['a5a36092f82dc70e6af7cc096f793c31'],"[-0.04603667  0.0229671  -0.01441048 ... -0.05426025  0.02000815
  0.01984162]"
"6b02373137fd438ba96af28f735cdbdb","JACOB MARLEY","PERSON","""Jacob Marley is a ghostly apparition who was once the business partner of Ebenezer Scrooge. Now deceased, Marley is condemned to wander the earth. His memory haunts Scrooge, vividly reminding him of his past. Marley plays a crucial role in the story by predicting the arrival of the Phantom and warning Scrooge of the impending visits from other spirits.""",81,"","['45b24611b322e5db19f24f40131624e6' 'a5a36092f82dc70e6af7cc096f793c31'
 'a83e26f5f58a85755eed5289ff000057' 'ae4387f9ec8ef5335c4fbf6fd3f7d9b4'
 'b9bf87a171faa989022625f59a0d6cab' 'c71d3978e7161b729eb972b930f85473'
 'e1c29aeda4d9b63f6e9026ca40c75eef']","[-0.00027264 -0.00631937 -0.01147287 ... -0.04003396  0.01777535
  0.06492845]"
"36a4fcd8efc144e6b8af9a1c7ab8b2ce","GHOST","PERSON","""GHOST is a supernatural being that interacts with Scrooge, guiding him through various scenes from his past, present, and future to prompt reflection on his life and actions. This spirit shows Scrooge visions of his memories and potential future, including the fate of Tiny Tim, to teach him valuable lessons and warn him about his own fate. Described as a strange figure resembling both a child and an old man, the Ghost's appearances cause Scrooge to question his senses and reality. Through these supernatural visits, the Ghost aims to make Scrooge aware of the impact of his actions and encourage him to change his ways.""",82,"","['166b41d31c21bdff77c782c019c33814' '30833fc310ef3fbce4288ad1e15e9193'
 '31162003185eeb0ce0f4b4f2031e01c7' '40faadc22320d6ac6e106fb8d904394c'
 '45b24611b322e5db19f24f40131624e6' '49d69adfdaf6f3f17e1e03fc4c6f561f'
 '83efb547e8ff9bcf56847063451bcf45' '913ae1c38936586e72223ab050f55270'
 '94a3a88e86bbbaa5704fa5cbcc1dd498' 'a5542daff1f84544382712afa48d5013'
 'a83e26f5f58a85755eed5289ff000057' 'ae4387f9ec8ef5335c4fbf6fd3f7d9b4'
 'bfd1f26b372f645db46a2f726cc2145a' 'c5d03b00e276c74a61703fc395d9986e'
 'd4e73f42abc059b1a9108741c4d88216']","[-0.03779624  0.01869721 -0.01751686 ... -0.02495054  0.01660021
  0.02629413]"
"fbeef791d19b413a9c93c6608286ab63","THE GHOST","PERSON","""The Ghost is the spirit of Jacob Marley, who is visiting Scrooge to warn him about the consequences of his actionsThe Ghost is the spirit of Jacob Marley, who is visiting Ebenezer Scrooge to warn him about the consequences of his actions""",83,"",['b9bf87a171faa989022625f59a0d6cab'],"[-0.01686244  0.02349722 -0.00071528 ... -0.02669982  0.0287201
  0.03801797]"
"d2b629c0396f4180a03e16ddf3818589","THE WARD","PERSON","The Ward is mentioned as a figure who would have been justified in indicting the Ghost for a nuisance",84,"",['b9bf87a171faa989022625f59a0d6cab'],"[ 0.00909964  0.02816305 -0.03432466 ... -0.00494056  0.01877036
 -0.02323377]"
"6102fc6619ed422ebc42588bfa97355d","JACOB","PERSON","Jacob is Scrooge's old partner whose death is being discussed. He is now a ghost who was once a friend of Scrooge and warns him about the visits from three spirits.",85,"",['4148da19c3e2b758b5e76aaf8a87d55f' '83efb547e8ff9bcf56847063451bcf45'],"[-0.04728474 -0.02056547  0.01460397 ... -0.03898163  0.04477345
  0.05131186]"
"8d141c0b80f74b79a05eed7fe161fe49","THE THREE SPIRITS","EVENT","The three spirits are supernatural entities that will visit Scrooge to show him the consequences of his actions",86,"",['83efb547e8ff9bcf56847063451bcf45'],"[-0.02261785  0.02877909 -0.00017451 ... -0.02803227  0.01630993
  0.02699206]"
"e22d1d1cd8d14f12b81828d940f40d70","EBENEZER","PERSON","""Ebenezer, also known as Scrooge, is a young man who was formerly an apprentice under Fezziwig. He is now reminiscing about his past. As the main character, he is visited by ghosts, which plays a significant role in his story.""",87,"",['83efb547e8ff9bcf56847063451bcf45' '913ae1c38936586e72223ab050f55270'],"[ 0.01540916 -0.00178505 -0.0008269  ... -0.04725127  0.04370742
  0.02210309]"
"9ab48505fb1b487babd0d1f6d3a3f980","PHANTOMS","PERSON","""Phantoms are supernatural entities wandering in the air, wearing chains like Marley's Ghost""",88,"",['83efb547e8ff9bcf56847063451bcf45'],"[ 0.01947561  0.06708267 -0.03942286 ... -0.04533213 -0.00071438
  0.01379523]"
"148fffeb994541b2b4b6dcefda7001a8","NEIGHBOURING CHURCH","ORGANIZATION","The neighbouring church is a place of worship whose chimes Scrooge hears",89,"",['83efb547e8ff9bcf56847063451bcf45'],"[-0.03486413  0.00404142  0.02335044 ... -0.0440389   0.01172691
  0.03781039]"
"89c08e793298442686292454a1abff31","INFANT","PERSON","The infant is a wretched child seen by a ghost who is unable to assist it",90,"",['83efb547e8ff9bcf56847063451bcf45'],"[-0.00588158  0.05709929 -0.01582726 ...  0.01226802  0.0265807
  0.02562147]"
"0467928aa65e4a4fba62bdb1467e3a54","WRETCHED WOMAN","PERSON","The wretched woman is seen by a ghost who is unable to assist her and her infant",91,"",['83efb547e8ff9bcf56847063451bcf45'],"[-0.00056742  0.04593929 -0.01382028 ...  0.0068524   0.03223449
 -0.00122548]"
"43c3390303c6476cb65f584e37c3e81c","BED","EVENT","""The bed is where the dead man's body is placed. Additionally, it is the setting for the event where Scrooge wakes up and is unable to distinguish the window from the walls.""",92,"",['5e7ec9ebf31abc571127892d260fbe42' 'bfd1f26b372f645db46a2f726cc2145a'],"[-0.0236209   0.02032496  0.0030244  ... -0.01863953  0.03023775
  0.01650467]"
"fa14b16c17e3417dba5a4b473ea5b18d","WINDOW","EVENT","The event of Scrooge groping his way to the window and rubbing the frost off to see outside",93,"",['bfd1f26b372f645db46a2f726cc2145a'],"[-0.04124669  0.00928327 -0.05626556 ... -0.05159977  0.02234886
  0.02965123]"
"7cc3356d38de4328a51a5cbcb187dac3","VISITATION","EVENT","""The event Marley’s Ghost warned Scrooge about, which would occur when the bell tolled one""",94,"",['bfd1f26b372f645db46a2f726cc2145a'],"[-0.01554394  0.01305892 -0.02398578 ... -0.00928458  0.03100144
  0.02899902]"
"bef16fb5fd7344cca5e295b13ef3e0cd","DRESSING-GOWN","EVENT","The event of Scrooge using his dressing-gown sleeve to rub the frost off the window",95,"",['bfd1f26b372f645db46a2f726cc2145a'],"[-0.00266243  0.03643626 -0.05270905 ... -0.03973058  0.02947844
  0.02558774]"
"bb9e01bc171d4326a29afda59ece8d17","HOLLY","EVENT","""HOLLY is a type of plant with crisp leaves that is part of the decorations in Scrooge's room. Additionally, it is notable for being held by the Ghost, who carries a branch of fresh green holly in its hand.""",96,"",['166b41d31c21bdff77c782c019c33814' 'bfd1f26b372f645db46a2f726cc2145a'],"[ 0.00651491  0.01563332  0.00485087 ... -0.03288769  0.00486315
  0.00803157]"
"3c063eea52e94164b70c99431ea30bae","SUMMER FLOWERS","EVENT","The event of the Ghost's dress being trimmed with summer flowers",97,"",['bfd1f26b372f645db46a2f726cc2145a'],"[ 0.05472235  0.0608287  -0.02680338 ... -0.01717413  0.02739053
 -0.04383072]"
"252cc8452bfc4c2aa58cab68d8b61879","LIGHT","EVENT","The event of a bright clear jet of light springing from the crown of the Ghost's head",98,"",['bfd1f26b372f645db46a2f726cc2145a'],"[ 0.01189417  0.03045607 -0.01011078 ...  0.00353768  0.03296011
 -0.00541571]"
"7e2c84548fb94ee395ba8588d8f2a006","CHRISTMAS PAST","EVENT","Christmas Past refers to the time period in Scrooge's life that the Ghost of Christmas Past is showing him",99,"",['049179e7a263fe875bc7d96cb467d2df'],"[-0.01042936  0.01139909  0.00139986 ... -0.01890673  0.06376486
 -0.00608119]"
"f034618dde7948beb6dab30176d0fc87","COUNTRY ROAD","GEO","An open country road with fields on either side where Scrooge and the Ghost of Christmas Past stand",100,"",['049179e7a263fe875bc7d96cb467d2df'],"[ 0.0309431   0.00607901 -0.00939254 ... -0.02484519  0.02330812
  0.01042566]"
"5c41f96be13e49dba649454297834546","RIVER","GEO","A winding river in the market-town that Scrooge recognizes from his past",101,"",['049179e7a263fe875bc7d96cb467d2df'],"[-0.00137759  0.00275693 -0.02365973 ... -0.02713336  0.05730788
  0.02607313]"
"7ea4afbf8a264f29af29950ce98105ba","MARKET-TOWN","","",102,"",['049179e7a263fe875bc7d96cb467d2df'],"[ 0.0390117  -0.00246482  0.01418728 ...  0.01197343  0.01501166
 -0.00849641]"
"91ff849d12b24574b0691dbddf44968b","ALI BABA","PERSON","Ali Baba is a character from a story that Scrooge recalls from his childhood",103,"",['30833fc310ef3fbce4288ad1e15e9193'],"[-0.01735869 -0.02574853 -0.00966705 ... -0.05235989  0.02956313
  0.03757832]"
"d73c1f2fb3094d8dace42ad2a76e9a52","VALENTINE","PERSON","Valentine is a character from a story that Scrooge recalls from his childhood",104,"",['30833fc310ef3fbce4288ad1e15e9193'],"[-0.00137888 -0.00244121 -0.04014648 ... -0.02318613  0.03241365
  0.0317466 ]"
"cdc8901e668749889bd49bebdc4ff1f6","ORSON","PERSON","""Orson is the wild brother of Valentine, characters from a story that Scrooge recalls from his childhood""",105,"",['30833fc310ef3fbce4288ad1e15e9193'],"[ 1.70170441e-02 -5.54360195e-05 -3.05506904e-02 ... -2.44224910e-02
  4.06718953e-03  2.30549332e-02]"
"36084a9fab53433493f079e97e68bf65","DAMASCUS","GEO","Damascus is a city mentioned in a story that Scrooge recalls from his childhood",106,"",['30833fc310ef3fbce4288ad1e15e9193'],"[ 0.0220573   0.01237038  0.01380236 ... -0.04247805  0.03034834
  0.00150268]"
"eebcc7ec8e3e4df7aea83659bbdc2199","SULTAN'S GROOM","PERSON","The Sultan's Groom is a character from a story that Scrooge recalls from his childhood",107,"",['30833fc310ef3fbce4288ad1e15e9193'],"[-0.03300809  0.00402054 -0.02692294 ... -0.029582    0.02476246
  0.00828398]"
"ceadf262ef834e9ab146b20650912cae","GENII","PERSON","The Genii is a supernatural being from a story that Scrooge recalls from his childhood",108,"",['30833fc310ef3fbce4288ad1e15e9193'],"[-0.00543     0.00405275  0.01204147 ... -0.04879785  0.04888028
  0.03316385]"
"7f65feab75424b53b24470d305ba331a","PRINCESS","PERSON","The Princess is a character from a story that Scrooge recalls from his childhood",109,"",['30833fc310ef3fbce4288ad1e15e9193'],"[ 0.01865782  0.0035685  -0.01302148 ... -0.02937513  0.05752138
  0.00797004]"
"fd9cb733b28d420cb5cef01e545a132c","PARROT","PERSON","""The Parrot is a character from a story that Scrooge recalls from his childhood, associated with Robin Crusoe""",110,"",['30833fc310ef3fbce4288ad1e15e9193'],"[ 0.04433997  0.01382846  0.01381676 ... -0.01149447  0.05503304
  0.03891154]"
"0fbcca3f17c649a08aea64b5a7d9ef36","ROBIN CRUSOE","PERSON","Robin Crusoe is a character from a story that Scrooge recalls from his childhood",111,"",['30833fc310ef3fbce4288ad1e15e9193'],"[-0.01768125  0.02526883 -0.00361767 ... -0.024599    0.06642884
  0.03219812]"
"482027a59f32484c9c44fd700615c1b6","FRIDAY","PERSON","""Friday is a character from a story that Scrooge recalls from his childhood, associated with Robin Crusoe""",112,"",['30833fc310ef3fbce4288ad1e15e9193'],"[-0.00531307  0.00736225 -0.01365448 ... -0.02074082  0.03502116
  0.04775368]"
"de837ff3d626451282ff6ac77a82216d","SCHOOL","ORGANIZATION","The school is a place where Scrooge was left alone as a child",113,"",['30833fc310ef3fbce4288ad1e15e9193'],"[ 0.01176655 -0.00924739  0.0147506  ... -0.0426938   0.0320392
  0.00540269]"
"460295fed3ae4cd39f9f274cec9c2506","MANSION","GEO","""The mansion is a large, dilapidated house that Scrooge and the Ghost visit""",114,"",['30833fc310ef3fbce4288ad1e15e9193'],"[ 0.01743416  0.04487929  0.01385013 ... -0.02808904  0.02160135
  0.00136071]"
"553b285bba60460ab1ed8341ae61282b","MERRY CHRISTMAS","","",115,"",['30833fc310ef3fbce4288ad1e15e9193'],"[ 0.02805795 -0.00868218 -0.02905092 ... -0.0229403   0.00772103
  0.01312511]"
"cec95bf17e7e4c939b56c9c6f402a29f","SCHOOLMASTER","PERSON","The schoolmaster is the authority figure at Scrooge's school who interacts with him and his sister",116,"",['94a3a88e86bbbaa5704fa5cbcc1dd498'],"[-0.01247872  0.00735436 -0.03052664 ... -0.03806009  0.01848699
  0.01238628]"
"599164aead034bc19446efacc77554d2","WAREHOUSE","ORGANIZATION","""The WAREHOUSE is the place where Scrooge was apprenticed and where Fezziwig worked. It is also the location where Fezziwig's Christmas Eve celebration takes place, transformed into a ballroom for the event.""",117,"",['913ae1c38936586e72223ab050f55270' '94a3a88e86bbbaa5704fa5cbcc1dd498'],"[-0.01049685  0.00056949 -0.00099015 ... -0.03203575  0.00370366
  0.01683255]"
"bbf148ae4d48422f8fdef754cfa2b9e4","MISS FEZZIWIGS","PERSON","""The three Miss Fezziwigs are the daughters of Old Fezziwig, known for their beaming and lovable nature""",118,"",['913ae1c38936586e72223ab050f55270'],"[ 0.07290099  0.00933828 -0.03631775 ... -0.02803476  0.02265877
  0.01489346]"
"de61b2670999433f807a6a1dc2b81e43","FIDDLER","PERSON","""The fiddler is a musician who plays at Fezziwig's Christmas Eve celebration, providing music for the dances""",119,"",['913ae1c38936586e72223ab050f55270'],"[ 0.02180262 -0.0032566  -0.025614   ... -0.05260713  0.01431776
  0.00692694]"
"3e95dacfe57b4d57b5da4310ef2e157f","BAKER","PERSON","The baker is a cousin of the housemaid who attends Fezziwig's Christmas Eve celebration",120,"",['913ae1c38936586e72223ab050f55270'],"[ 0.01242625 -0.01651419 -0.01051764 ... -0.01935679 -0.00623343
 -0.00098307]"
"1f1545308e9347af91fd03b94aadc21f","COOK","PERSON","""The cook is an attendee of Fezziwig's Christmas Eve celebration, accompanied by her brother's particular friend, the milkman""",121,"",['913ae1c38936586e72223ab050f55270'],"[ 0.0152389  -0.02787891 -0.07245368 ... -0.02143421  0.02243176
 -0.00062634]"
"6ea81acaf232485e94fff638e03336e1","MILKMAN","PERSON","The milkman is a friend of the cook's brother who attends Fezziwig's Christmas Eve celebration",122,"",['913ae1c38936586e72223ab050f55270'],"[ 0.00161882  0.0017654  -0.07064157 ... -0.02051835  0.00676042
  0.00185831]"
"d136b08d586d488f9e4188b524c85a29","BOY FROM OVER THE WAY","PERSON","""The boy from over the way is an attendee of Fezziwig's Christmas Eve celebration, suspected of not having enough food from his master""",123,"",['913ae1c38936586e72223ab050f55270'],"[-0.02005312 -0.00503527 -0.07728074 ... -0.00409711  0.0371745
 -0.01374987]"
"cccfa151fedc4b218a8d96adc7dceabe","GIRL FROM NEXT DOOR BUT ONE","PERSON","""The girl from next door but one is an attendee of Fezziwig's Christmas Eve celebration, known for having her ears pulled by her mistress""",124,"",['913ae1c38936586e72223ab050f55270'],"[ 0.0038983   0.01127453 -0.04765629 ... -0.02670247  0.01087932
 -0.03156007]"
"ce54725672a74ebcabe6127577dacb2b","HOUSEMAID","","",125,"",['913ae1c38936586e72223ab050f55270'],"[ 0.03428912  0.01249803 -0.02482812 ... -0.02638163 -0.00669687
 -0.01069261]"
"ea2b28ca1a974ffab4517811dc1d1e5c","DICK","PERSON","Dick is one of the apprentices who praises Fezziwig for his kindness and generosity",126,"",['a5542daff1f84544382712afa48d5013'],"[ 0.03799678 -0.00367503 -0.03716578 ... -0.04341261  0.02077501
  0.00754348]"
"aff21f1da1654e7babdcf3fb0e4a75fc","YOUNG GIRL","PERSON","The young girl is a fair girl in a mourning dress who speaks to Scrooge about how his pursuit of wealth has displaced her in his affections",127,"",['a5542daff1f84544382712afa48d5013'],"[ 0.02327776  0.01248625 -0.00702819 ... -0.0126794   0.05682365
  0.0111965 ]"
"dc2cc9016e3f49dbac7232f05cce794d","DOMESTIC BALL","EVENT","""The domestic ball is a festive event hosted by Fezziwig, where people dance and celebrate""",128,"",['a5542daff1f84544382712afa48d5013'],"[ 0.03761963  0.05707806  0.0193233  ...  0.0011317  -0.01860712
  0.01490462]"
"6ea0cef05f694dcea455478f40674e45","APPRENTICES","PERSON","""The apprentices are young individuals working under Fezziwig, who praised him for his kindness and generosity""",129,"",['a5542daff1f84544382712afa48d5013'],"[ 0.00470668  0.02080553 -0.0181059  ... -0.06676991  0.02609171
  0.02302459]"
"7ab5d53a872f4dfc98f3d386879f3c75","GOLDEN IDOL","EVENT","""The golden idol represents Scrooge's pursuit of wealth, which displaced the young girl in his affections""",130,"",['a5542daff1f84544382712afa48d5013'],"[ 0.03257132  0.00224475 -0.02478021 ... -0.02342639  0.0588248
 -0.01095001]"
"af1d0fec22114a3398b8016f5225f9ed","ROGER DE COVERLEY","","",131,"",['a5542daff1f84544382712afa48d5013'],"[ 0.03423317  0.02325998 -0.05217241 ... -0.02414898  0.03991216
 -0.01764733]"
"b07a7f088364459098cd8511ff27a4c8","GIRL","PERSON","""The girl is a character who was once in a relationship with Scrooge, discussing how his pursuit of wealth has changed him. Additionally, she is the girl who answers the door at Fred's house and shows Mr. Scrooge upstairs.""",132,"",['40faadc22320d6ac6e106fb8d904394c' 'aacc244b408aedd1b59271b08a207bf8'],"[-0.00838691 -0.01151036 -0.01676145 ... -0.02346604  0.05091524
  0.02595242]"
